title;jobPost
Landscaping - workers;Job Title: Adh Title: Applications & Technical Development Agronomist Description: Agrology is a dynamically growing company with more than 35 years of experience in the development, standardization and distribution of plant protection products and specialized nutrition products in the Greek market and in 15 countries abroad. As part of its ongoing investment in the Agronomic Research & Development Department, the company wishes to hire an agronomist to cover the following position: Technical Support / Application Programs / Field Trials Greece and abroad, support for commercial and foreign distributors. The position is mentioned in CEO. Profile of Candidate Prophic Production Graduate AEI Postgraduate Title Experience Related to the subject is desirable excellent knowledge of English excellent knowledge of MS Office Professionalism, Responsibility, Dynamism Immediate Availability Company Competitive Package Education and Support from Agronomic Development Group Participation in the International Program Evolution to Agronomic Development & Export Departments Shipment Mail to info@agrology.eu Job Requirements
Landscaping - workers;Job Title: Agronomist for Applications & Technical Development Description: Agrology is a dynamically growing company with more than 35 years of experience in the development, standardization and distribution of plant protection products and specialized nutrition products in the Greek market and in 15 countries abroad. As part of its ongoing investment in the Agronomic Research & Development Department, the company wishes to hire an agronomist to cover the following position: Technical Support / Application Programs / Field Trials Greece and abroad, support for commercial and foreign distributors. The position is mentioned in CEO. Profile of Candidate Prophic Production Graduate AEI Postgraduate Title Experience Related to the subject is desirable excellent knowledge of English excellent knowledge of MS Office Professionalism, Responsibility, Dynamism Immediate Availability Company Competitive Package Education and Support from Agronomic Development Group Participation in the International Program Evolution to Agronomic Development & Export Departments Shipment Mail to info@agrology.eu Job Requirements
Landscaping - workers;Job Title: Product Manager (agronomist) Description: Agrology is a dynamically growing company with more than 35 years of experience in the development, standardization and distribution of plant protection products and specialized nutrition products in the Greek market and in foreign countries. As part of its ongoing investment in the Research & Development Department, the company wishes to hire an agronomist to cover the following position: Product Manager (agronomist) based in Thessaloniki Description Product Development Development Department and Distributors of Foreign. The position is mentioned in CEO. Profile of Candidate Prophic Production Graduate AEI Postgraduate Degree and Preferably Doctoral Title Experience Related The subject is essential knowledge of English excellent knowledge of MS Office Applications Professionalism, Responsibility, Dynamism Immediate Availability Company Company Competitive Package Package Contemporary Labor Environment Prospects of Evolution and Mail Education. eu Job Requirements
Landscaping - workers;Job Title: agronomist / export section Description: Agrology is a dynamically growing company with more than 35 years of experience in the development, standardization and distribution of plant protection products and specialized nutrition products in the Greek market and in foreign countries. As part of its further commercial development abroad, the Company wishes to hire an agronomist to cover the following position: Agronomist (Export Department) based in Thessaloniki description of duties include expansion of customer network in external development, management and support of existing customer research research , Control and Analysis of Competition Development of Sales Strategy and Penetration into new markets abroad preparation, presentation and negotiation of commercial proposals Monitoring of sales voltage and continuous communication with customers Coordination & Organization of Orders - Delivery Local and International Conferences and Reports The position refers to the export officer. Profile of Candidate Prophic Production Graduate AEI Excellent Knowledge of English Language Postgraduate Degree will appreciate excellent knowledge of applications MS Office Professionalism, Responsibility, Dynamism Ability Job Requirements
Landscaping - workers;Job Title: agronomist / technologist agronomist Description: An agronomist / technologist agronomist [link removed], he is looking for a graduate of agronomist or technologist agronomist for the position of the Product Development of great cultivation. The areas where it will be mainly active are the prefectures of Trikala, Karditsa, Larissa. The work will be provided by the employee both inside and outside the office. The ideal candidate is needed to have particularly increased communication skills, to be cooperative, with a pleasant personality and priority always the best customer service. Brief Description of Responsibilities Development & Promotion of Product Development Product Product Material Plants. necessary Job Requirements
Landscaping - workers;Job Title: agronomist or technologist agronomist Description: Description of the Food Industrial Company, seeks to hire an agronomist or technologist required at its premises in Thessaly or Technologist: Very good knowledge of Computer Driving Organizational and Communication Skills, Coordination and Implementation of Projects Integrated Military Obligations for Male Candidates The company offers: Remuneration of qualifications and past service Pentecostal employment environment is all applicable. Job Requirements
Landscaping - workers;Job Title: Marketing Manager (agronomist) Description: devise and implement strategies after analyzing crop status, market size, price, demand, trends and competition creation of action plans, targeting profitability maximization while being able to measure return on investment (roi) develop and deliver informative presentations for senior management concerning strategy and marketing initiatives, as well as sales achievements create technical and economic argumentation related to product range reassuring relevant support to the salesforce across greece analysis of market trends, competitive landscape, regulatory framework and p&l monitoring resulting from a consolidated product portfolio management setting up pre-campaigns and Campaigns After Analyzing the Market, Taking Into Consideration Crop Seasonality be in the charge of the crm system by monitoring and reassuring the correct data implementation Inside the system be able to conduct crm analysis (reporting) based on the database communicate with south eastern europe offices about products, marketing initiatives, promotion and strategy planning, product registrations and new business development projects be responsible of lyda’s marketing planning and marketing budget Monitoring Various Marketing Channels (Newspapers, Social Media) Job Requirements bsc/ msc from agricultural university mba or relevant degree will be considered strong asset ability to work effectively under pressure and to tight deadlines exceptional communication and team management skills with the ability to inspire, and motivate others and work cross functionally in an effective manner proficient in English Language French Language is An AdvantAgged 4-8 Years of Proven Working Experience in Same Position or Field Availability to Travel National (Military) Service Completted for Male Candidates WEE Officer: A Competitive Package Package, -growing multi-national organization. All Information Received Will Be Treated With Strict Confidentiality
Landscaping - workers;Job Title: Exports Sales & Marketing Executive -agronomist (agronomist) Description: Gavriel Ltd a Major Greek Fertilizer Company Leader in Innovative Product Development Is Recruiting Exports Sales & Marketing Executive-Agronomist Reporting to the Commercial Director the Ideal Candidate is Expected to IMPLEMent Statategies and Capitz. Identify Potential Customers, Initiate Engagement and Follow Through to Secure Success. Maintain Proficient Knowledge of Company Capabilities, Product Developments, Lead Times, Shipping Terms etc. Work Closely with all sales Executives to effectively improve marketing procedures and tactics, to deliver the customer Needs and Requirements within the Company's Guidelines. Implement Marketing Plans According to Approved Marketing Budget. Travel Abroad as Required and Support Trade Shows as Required. Key Performance Metrics New Customers Development Growth Exports Sales Revenue Cost of Customer Acquisition Marketing Performance Required Qualifications University Degree in Agricultural Plant Science or Engineering. Postgraduate studies will be consider an asset. at Least 3 Years Relative Working Experience. European Sales Experience will be also consider an asset. Excellent English. High Level of Sales and Marketing Insights. Adequate Managerial Skills. Ability to Plan and Organize Time Without Being Micro-Managed. Motivated self-starter. Computer Literate. The New Member to Join The Company's Team Will Follow Company's Induction Program Before Exposed to a Dynamic Work Environment with Significant Development Prospects Job Requirements
Landscaping - workers;Job Title: agronomist for customer service department Description: General Control you are active in the field of insecticides and in the field of public health protection and seeks an agronomist, chemical or public health supervisor for the staffing of the Customer Service Department Description Description Management, customer support preparation Reports & Analysis Administrative Support The candidate should have consistency, professionalism and disposition to work with prospects for a developing dynamic company. Job Requirements Candidate Profile: Degree in HEI (TEA (Agriculture, Chemical or Public Health Supervisor) Excellent Knowledge of Computer Knowledge of Greek and English Language spirit, cooperation and work capacity under pressure. Experience in customer service, sales will be appreciated. Consistency, organization, innovation, dynamism. Holder of Diploma Passenger Car Amenities: Stable salary bonus Excellent work environment
Landscaping - workers;Job Title: agronomist for customer service department Description: General Control you are active in the field of insecticides and in the field of public health protection and seeks an agronomist, chemical or public health supervisor for the staffing of the Customer Service Department Description Description Management, customer support preparation Reports & Analysis Administrative Support The candidate should have consistency, professionalism and disposition to work with prospects for a developing dynamic company. Job Requirements Candidate Profile: Degree in HEI (TEA (Agriculture, Chemical or Public Health Supervisor) Excellent Knowledge of Computer Knowledge of Greek and English Language spirit, cooperation and work capacity under pressure. Experience in customer service, sales will be appreciated. Consistency, organization, innovation, dynamism. Holder of Diploma Passenger Car Amenities: Stable salary bonus Excellent work environment
Landscaping - workers;Job Title: Graduate Chemist / Agronomist / Food Technologist Description: Graduate Chemical / Agronomist / Food Technologist is requested for full -time food industry based in Larissa for staffing of the production department.Necessary qualifications Very good English language very good knowledge of MS Office applications.A prerequisite is the fulfillment of military obligations by sending resumes by selecting an application. Job Requirements
Landscaping - workers;Job Title: agronomist / forester Description: Group of companies with human resources of 500 people wishes to hire an agronomist to undertake the management, organization and supervision of green projects. Responsibilities Design and Supervision of cultivation programs (plant protection, lubrications, reporting, budgeting) A competent prescription FPA Manager The cultivation experience in production of horticultural administrative skills knowledge MS Office Suite Knowledge of English Diploma of Car Organizational Methodism & Flexibility Importance in a similar position desirable knowledge of quality assurance systems (Globalgap, ISO etc.) Collective contracts and clear development plan continuous training and training of a letter of recommendation if available will be appreciated. Job Requirements
Landscaping - workers;"Job Title: agronomists Description: In the context of expanding its activities, FoodStandard is seeking 3 (three) new project partners for project management departments and quality assurance, investment programs and digital applications. Foodstandard is one of the largest specialized Greek agri -food service companies. It works with the partners of the agri -food chain with the rationale ""From the field to the fork"" - from the farm to the fork - with customer -centric view -sur Mesure, from production to consumption. Provides strategic development services, implements implementation of security systems application projects Food, traceability, quality and environmentally friendly production, develops digital applications, implements and evolves technical studies of investment, national and community programs, develops business and marketing plans and implement promotion, branding and communication programs. With our future executives in the context of mutual benefits and development. Our future partners after a compulsory period A specialized project team. Candidates must have priority hierarchy, organization, efficiency, time management and flexibility of off -field travel. Any past service and postgraduate degrees will be appreciated, and the remuneration will be a proportion of qualifications. Knowledge of English, computers and own driving diploma is considered necessary. send your resume by choosing an application Job Requirements"
Landscaping - workers;Job Title: agronomist or technologist agronomist Description: Kileler Plants, one of the largest manufacturing companies of seedlings and vaccinated plants in Greece, is looking for an agronomist or technologist for employment at the company's headquarters in the context of its continued development. Object: Responsible in specific stages of the production process in the greenhouse Monitoring of crop needs (irrigation, lubrication, plant protection) Continuous research in the field of seedlting profile candidate: Corporate Empathy Courtesy, hard work and will of continuous evolution in a developing work environment Military obligations fulfilled (for male candidates) Very good computer knowledge, ms office and comfort in adopting modern technology A dynamic environment Interested parties are requested with their resume to send an accompanying letter. All applications are considered confidential. By sending the CV, each candidate consents, in accordance with the provisions of Law 2472/1997, to the processing of his personal data contained therein. The sole purpose of processing these data is to evaluate his capabilities to cover the position for which he sent his resume. Kileler Plants may designate its employees or third parties as persons who will perform the processing on her behalf. In any case, the data will not be maintained more than 1 year. Job Requirements
Landscaping - workers;Job Title: Exports Manager (Agronomist) Description: Our ambition Innovate. our mission Overcome Future Nutritional Challenges. As a specialist in plant nutrition, animal nutrition and well-being, within roullier group, we cultivate our success through the world, thanks to a robust and dynamic Structure. We also insure a full control of every Step of our Industrial and Sales Processes. Timac Agro International, Subsidiary of the Roullier Group, Is An Expert in Plant and Animal Nutrition. NOW PRESENT IN OVER 42 COUNTRIES THROUGHOUT THE WORLD, TIMAC AGRO MANUFACTUES AND COMMERCIALIZES Fertilizers and Nutritional Specializes for Crops and Animals. It is a key player in the International Agrbusiness Market and has an Opportunity for you to work on Developing New Markets with high potential. We are now looking for an Exports Manager to Further Develop and Sustain Our Business Activity in Albania, Cyprus, and North Macedonia Location: Athens Directly Reporting to the Country Manager of Greece, The Tasks of the Exports Manager Are as Follower : Work in conjunction with the country manager to develop Fertilizer Market of Albania, Cyprus and Sustain Growth on North Macedonia Responsible for the Distributor Development and Distributor Engagement in Albania, Cyprus, and N. Macedonia increase our sales in albania and Cyprus. Sustain Growth in n. macedonia analyzing the client needs during business travelling responsible for the profit & loss of the abovementioned markets responsibility for business development activities to build the portfolio identify new trends and market insights contribute to brand plan development for total portfolio contribute to business cases for new product introductions ( Innovations) Kpis Tracking and Forecasting, Depletion/Distribution/Financial Reporting Contract Conditions Execution Any Other AD-HOC Tasks/ Reports Requested by Country Manager, CFO, Commercial Director Job Requirements Profile: Being a Holder of BSC/MSC in Agriculture/Veterinary or Related Background Experience at Least 2-4 Years in A Commercial Role Dealing With Complex Key Accounts Preferably in An International Environment Minimum 70% TRAVELING , category, portfolio and brand understanding entrepreneurial spirit, result driven attitude, strong relationship and communication skills, cultural awareness and organizational sensitivity well organized, hard-working, commitment, team spirit fluent in greek and english knowledge of any other balkan language will be an Advantage Good Knowledge of English Language Military Obligations Need to Be Fulfilled for Male Candidates Job Benefits: Challenging Working in International Company You're Supported by Professional, Dedicated and Driven Team Competitive Salary
Landscaping - workers;Job Title: Commercial Country Manager (Agronomist) Description: Our Client is a Global Leader in Agriculture, Offering Both Protection and Nutrition Solutions.They are looking for a Commercial Country Manager (Greece) Who Will Define The Strategy, Aiming to Achieve Commercial Objects in the Country.Your Responsibilities: Develop Growth Strategies and Execute Business Plans.Manage and Retain Relationships with Existing Clients and Cultivate New Partnerships.Have in-depth Knowledge of Business Products and Value Propositions.Negotiate with the stakeholders, Identify and Realize a Map of Business Strengths and Customer Needs.Follow Industry Trends Locally and Internationally, Looking to Identify New Sales Opportunities.Draft and review controls with clients.Your Profile: Strong Academic Background in Agronomy.More than 15 years of sales Experience in Agrobusiness (Pesticides or Fertilizers).Leadership Skills and Experience in Building Teams.Strong English skills.
Landscaping - workers;Job Title: agronomist - production manager Description: Our company in the context of dynamic development in the food industry wishes to staff its team with young people, ambitious and an appetite for learning & personal development. In this context, we are looking for an agronomist HEI or TEI in order to take over the management, organization and supervision of the production process and the farm crops in the North Attica region. ποιότητας & ορθής γεωργικής πρακτικήςεκπαίδευση & διοίκηση εργατικού προσωπικού διαχείριση προμηθευτών/παραγωγώνrequirementsπτυχίο τει ή αειαπαραίτητη η καλλιεργητική εμπειρία στην παραγωγή κηπευτικώνδιοικητικές ικανότητεςαγάπη για την ύπαιθρογνώση ms office suite γνώση αγγλικώνδίπλωμα αυτοκινήτουοργανωτικό χαρακτήραμεθοδικότητα & ευελιξίααπαραίτητη η προϋπηρεσία σε αντίστοιχη θέσηεπιθυμητές γνώσειςγνώσεις συστημάτων διασφάλισης ποιότητας (globalgap, iso κλπ) Ergonomic knowledge of ERP use
Landscaping - workers;Job Title: Agronomist - Peloponnese Sales Officer Description: Peloponnese: AGRISC BY DECOEXPER SA with the main activity of wholesale fertilizers, soil and agricultural supplies are looking for sales officer - Graduate Agricultural Update of the Marketing Department Main Product Brands - Haifa - Rosier (Member of Borealis Group) - Biosolids - Italpolina - Ledra Job Requirements Required Qualifications: - Degree of AEI or TEI of Agriculture - Professional Experience at least 2 years in promoting Nutrition Products - Driving Diploma - PC knowledge (Windows, Office 365, ERP) - Basic English Desired - arthritis- Farmer/producer experience
Landscaping - workers;Job Title: Area Business Development-Agrof Description: Position Title: Area Business Development Description or Watt + Volt SA It is one of the largest providing integrated electricity services in Greece and is one of Europe's 1000 fastest growing companies according to the Financial Times FT1000 Report. In a constantly changing world, Watt + Volt's vision is to always be able to offer every Greek consumer, innovative services, tailored to his own needs, with respect to the environment and high technological infrastructure, know -how and know -how Specialization of its human resources. As part of its dynamic development of activities, Watt + Volt is looking for Area Business Development for Agrinio Responsibilities Development of a Dealers Network for Sales Goals. Continuous market monitoring with the aim of creating and exploiting new opportunities. Organization, guidance and evaluation of the Partner Network. Monitoring and ensuring the implementation of the commercial policy and the processes of the company by the Partners' Network. Monitoring KPI's Sales of the Partner Network and create relevant reports. Performing regular assessments of the performance of partners and undertaking relevant initiatives to improve their productivity. Development and implementation of policies and procedures for the purpose of proper and effective operation of the Department. Requirements 3-4 years of service in the field of Sales Network Development/Associates AEI/TEI in Business Administration, Marketing Desired Very good PCs and CRM applications Good Knowledge Experience in the energy industry will assess Benefits Competitive fixed monthly wage monthly productivity bonus providing corporate car Monthly Movement Coverage Provision Job Requirements
Landscaping - workers;Job Title: R&D horticultural / agronomist employee Description: R&D horticultural employee in the field of Propagation Gardening Material, is looking for an employee for the R&D horticulture. Its area of ​​activity is the Region of Crete, with an emphasis on the areas of Mesara, Ierapetra & the prefecture of Chania. The ideal candidate must have increased perception, communication skills, to be cooperative, with a pleasant personality and priority always the best customer service. Short description of responsibilities Installation and Monitoring of Experimental / Proof Support on Selling Information of Experimental / Evidence Support in Management of Complaints Necessary Degree Degree in AE Agriculture Good Knowledge ) past service up to 3 years desirable, but not necessary. Job Requirements
Landscaping - workers;Job Title: Marketing Officer (agronomist) Description: The [Link Removed] is a dynamically growing company, leading in the Greek Agrochemical Market. We are looking to incorporate our human resources, agronomist to cover the following position: Marketing Manager (agronomist) Job Requirements Responsibilities: Support of commercial and export department. Implementation of advertising & promotions. Market & Competition Research. Development of new products and technical support. Necessary qualifications: Degree of Agriculture. Postgraduate degree will be appreciated. Experience in a similar position or experience in the field of pesticides and fertilizers. Excellent knowledge of English in oral and written speech. Excellent knowledge of PC & MS Office Applications. Social media management experience and corporate site will be appreciated. driver licence. Fulfilled military obligations, for male candidates. Company benefits: Competitive earnings package - depending on qualifications and service. Modern work environment. Continuous education and support. Opportunities of professional development in a dynamically growing environment. In all contacts, absolute confidentiality will be observed.
Landscaping - workers;Job Title: agronomists / technologists of agricultural machines & irrigation Description: The ISS Group was founded in Greece in 1977 and today has more than 1,700 committed workers across the country as the Market Leader in the Facility Management industry that continues to lead and evolve the local market. For more than 40 years we have cared about our customers' business as if it were ours. In the context of continuous development, we are looking to integrate our Group of Geotechnical and Technological Education (Agricultural or Technologists of Agricultural Machines and Irrigation) in our team of Geotechnical and Technological Education: Municipality of Athens Municipality of Municipality Operating expenses Customer Procedures Job Requirements Necessary qualifications of at least 5 years in maintenance, supervision and construction of green projects in the irrigation industry and irrigation systems holder Productive result and in excellent execution effective communication, collaboration and persuasion for more information on our company Visit [Link Removed] The general rule of personal data protection is the new European personal data legislation (EE 2016/679), which It has been declared as compulsory as of 25/5/2018. By submitting your candidacy, you agree that the ISS company may contact you if you fulfill the position criteria, and with the aim of covering this ad for the post.
Landscaping - workers;"Job Title: Garden Department Sale / Peristeri Store Agronomist Description: The Role: Listen carefully to your customers' needs and help them make the right choices Explain to customers the technical characteristics and benefits of the products as well as how they apply them you design the kitchen based on the needs of customers in the design program available. The company takes care of your department's image daily (fullness and rack arrangement, price marking) Monitoring and keep up to date on market trends. Trade with a strong business spirit and customer service orientation? Does your achievement motivate you? Do you like to work in groups and constantly develop your knowledge? Looking for a company where you can develop your autonomy and initiative? Profile: At least 2 years of experience in retail stores in garden section desirable degree of HEI/TEI of Agricultural Sciences Good English Knowledge Good Knowledge of PC and contact with new technologies Communication and customer orientation willingness For personal development, Leroy Merlin belongs to the French Adeo Group, which has 114,000 partners and 1,315 stores in 15 countries worldwide. It is the 1st group in Europe and the 3rd in the world in the market for ""Do It Yourself). In Greece, with a positive growth rate, we are always looking for partners who can cope with the demanding positions of a multinational environmental environment: Excellent work environment continuous opportunities for training in the role of an attractive salary package additional medical care take the next step and come to our team! consignment of a resume Job Requirements"
Landscaping - workers;Job Title: Sales Technical Support Specialist, Agro Division Description: Thrace Group is a Greek multinational group, which Activates in the Production and Distribution of Polypropylene Products. The Group Has Production Facilities in 6 Countries and Distribution and Trade Companies in 5 Countries. The Group Operates a Distribution Network Which Extends to More Than 80 Countries. Thrace Nonwovens & Geosyntheretics (Thrace NG), Member of Thrace Group, is seeking to Fill the Position of: Sales Technical Support Specialist, AGRO DIVISION THE ROLE HOLDER IS Responsible for Providing Technical Support to Tharace Ng. Portfolio for the Domestic and International Market. The Role Holder Contributes to the Effective Optimization of Existing Products and the Developing of New Technical Solutions Related to Agro-Textiles. Position Overview: The Job Holder Will Be Based in Xanthi and the Role's Main Responsibilities Will Be: To Train Sales Team on a Regular Basis and Develop Their Technical Knowledge/Skills to Establish, Mainight and Developships with Key Clients E.G. Agriculturalist Planners, Distributors etc. Provide Technical Advice to the Marketplace in Terms of Usage and Installation of Agro-Textiles to Maintain Professional and Technical Knowledge by Attending Educational Workshops Reviewing Professional Publications? Participating in Professional Societies. The maintain a detailed Involvement in/Knowledge of Actual and Planned Agricultural Projects. To Enrich the Argument Line of TNG AGRO-DIVISION Portfolio on a basis of a scientific perspective to Interact with Universities and Other Research Foundations to Educate Agro-Community by Giving Lectures in Conferences, Technical Seminars and EXHIENTS: Post-Graduate Studies on Soil Science, Management of Soil Resources and Plant Protection Are DesiRble English Language Skills (Written and Spoken Are Essential) Advanced Knowledge of Products, Processes and Markets. ability to communicate knowledge and establish clarified arguments advanced skills in developing and completing own-initiative tasks under tight timetables pc literate to advanced level excellent communication, cooperation, and organizational skills strong analytical and problem-solving skills, focused on results holder of a driver's license The Willingness to Undertake Extensive Travel Fulfilled Military Obligations (for Male Candidates) The Company Offers a Competitive Salary Excellent Working Conditions and Opportunities for Training and Development in a Dyningically Champing Environment. Applicants are kindly asked to send their cv by e-mail at [link removed], code SLS017. at Thrace Group We Treat Your CV with Strict Confidentiality, We Respect Your Privacy and We Will Use your Private Data Solely for the Purpose You Have Provided Them. To Learn About Your Rights Please Read Our Privacy Policy: At [Link Removed] Job Requirements
Landscaping - workers;Job Title: Customer Service Representative - Intragroup Sales Description: Thrace Plastics Group is a Greek multinational group, which activity in the Production and Distribution of Polypropylene and Polyethylene Products. The Group Has Production Facilities in 6 Countries and Distribution and Trade Companies in 5 Countries. The Group Operates a Distribution Network Which Extends to More Than 80 Countries. Thrace Polyfilms, Member of Thrace Group, is seeking to Fill the Position of: Customer Service Representative - Intragroup Sales the Role Holder Provides Customer Support by Assistinging and Handling Customers' Complains, and Oders, and B. The role holder is responsible to coordinate Intragroup Sales, Serve and Support Intragroup Customers. The Position Reports to Sales Manager Position Overview: The Job Holder Will Be Based in Xanthi and the Role's Main Responsibilities will be: Deal Directly with Customers (External and Intragroup) and Respond Promptly to Customer Inquiries Keep Records of Customer Inter. and Complete Information Regarding Customers' Data Handle Complaints, Provide Appropriaate Solutions and Alternatits within the Time Limits follow up to ensure resolution record details of inquiries, comments and complaints provide pricing and delivery information place orders customer account responsibility communicate customer needs within the organisation perform customer verifications communicate and coordinate with internal departments follow up on customer interactions position requirements: university degree fluency in english– knowledge of other foreign languages, will be considered a plus customer support experience or experience as a client service representative, will be considered a plus excellent computer knowledge especially ms office software, familiarity with crm systems and practices customer orientation and ability to adapt/ Respond to Different Types of Characters Ability to Prioritise, and Manage Time Effectly Excellent Communication, Cooperation, and Organizational Skills. Strong Phone Contact Handling Skills and Active Listening Strong Analytical and Problem-Solving Skills, Focused on Results Willingness to Travel When Required the Company Offers A Competitive Salary Excellent Working Conditions and Entsing Entation and Development and Development in In. Applicants are Kindly Asked to Send Their CV by E-mail by Clicking on 'Apply', Code Custsrv009.AT Thrace Plastics We Treat Your CV with Strict Confidentiality Provised them. To Learn About Your Rights Please Read Our Privacy Policy: At [Link Removed] Job Requirements
Landscaping - workers;Job Title: Customer Service Representative - Intragroup Sales Description: Thrace Plastics Group is a Greek multinational group, which activity in the Production and Distribution of Polypropylene and Polyethylene Products. The Group Has Production Facilities in 6 Countries and Distribution and Trade Companies in 5 Countries. The Group Operates a Distribution Network Which Extends to More Than 80 Countries. Thrace Polyfilms, Member of Thrace Group, is seeking to Fill the Position of: Customer Service Representative - Intragroup Sales the Role Holder Provides Customer Support by Assistinging and Handling Customers' Complains, and Oders, and B. The role holder is responsible to coordinate Intragroup Sales, Serve and Support Intragroup Customers. The Position Reports to Sales Manager Position Overview: The Job Holder Will Be Based in Xanthi and the Role's Main Responsibilities will be: Deal Directly with Customers (External and Intragroup) and Respond Promptly to Customer Inquiries Keep Records of Customer Inter. and Complete Information Regarding Customers' Data Handle Complaints, Provide Appropriaate Solutions and Alternatits within the Time Limits follow up to ensure resolution record details of inquiries, comments and complaints provide pricing and delivery information place orders customer account responsibility communicate customer needs within the organisation perform customer verifications communicate and coordinate with internal departments follow up on customer interactions position requirements: university degree fluency in english– knowledge of other foreign languages, will be considered a plus customer support experience or experience as a client service representative, will be considered a plus excellent computer knowledge especially ms office software, familiarity with crm systems and practices customer orientation and ability to adapt/ Respond to Different Types of Characters Ability to Prioritise, and Manage Time Effectly Excellent Communication, Cooperation, and Organizational Skills. Strong Phone Contact Handling Skills and Active Listening Strong Analytical and Problem-Solving Skills, Focused on Results Willingness to Travel When Required the Company Offers A Competitive Salary Excellent Working Conditions and Entsing Entation and Development and Development in In. Applicants Are Kindly Asked to Send Their Code Code Custsrv009. at Thrace Plastics we Treat Your CV with Strict Confidentiality, We Respect Your Privacy and We Will Use Your Private Data Solely for the Purpose You Have Provided Them. To Learn About Your Rights Please Read Our Privacy Policy: At [Link Removed] Job Requirements
Landscaping - workers;Job Title: agronomist - gardener Description: Trap, one of the most innovative and modern businesses in the green and maintenance industry grows and develops Trap quickly gained market confidence, with its expertise, expertise and credibility. We have managed to become the safe choice in a wide range of health applications such as disinfection, insecticides and masts as well as green maintenance applications in large and demanding installations. With specialized and trained executives, with constant technical and scientific support, continuous research and information on the safest and most effective materials, we are always close to the customer and its needs, with solutions mainly in large -scale complex applications. But above all we are a modern business with young people and passion for personal and professional development. We are looking for an agronomist - gardener Job Requirements This person needs: to have 5 to 10 years of experience in greenery maintenance, irrigation and gardening to have a degree in HEI or TEI of Agricultural Company's customers to be able to manage human resources Management Successful cooperation will come easier for a person who: has method and organization can make suggestions and give solutions constantly to improve can build trust relationships with customers The perception of profitable and integrated customer service on our part we provide: permanent and stable cooperation based on a pleasant and friendly environment that encourages personal development of constant information on products and services that will manage development opportunities in a business that develops dynamically corporate The car + laptop earnings over the average of the industry consisting of a fixed monthly wage + bonus as a reward of the results if you want your resume to stand out from the rest, send a brief introductory letter together, referring to those points of resume You believe that they will be more useful to us.
Landscaping - workers;Job Title: agronomist (university education) Description: Vlachaki's Enterprise is seeking an agronomist (university education) of animal production for production, resident of N. Boeotia or Chalkida.Necessary Qualifications: Degree in Agricultural Animal Production (University Education) Driving license Fulfilled Military Obligations (for Men) Occupational Experience in Animal Production Desired Excellent Knowledge of English Office Shipment of CVs by choosing an application. Job Requirements
Landscaping - workers;Job Title: planting agronomists Description: KARVELAS SA With years of presence in the field of livestock supplies, agricultural supplies, chemical logistics and counseling seeks: Celebrities of vegetable production for the seller's position for Western and Eastern Greece Required: Very good knowledge of computers Excellent English knowledge at least two -year experience in a similar position in car driving diploma Fulfilled military obligations for male candidates Senior skills: Communication Group Spirit Fantasy and Creativity Perception/Customer Centers: Competitive Bonus Efficiency Bonus Package Corporate Car, Telephone and Tablet Additional Private insurance Opportunities of Vocational Evolution Pleasant Work Environment Continuous Training Opportunities Candidates can send their resume But by choosing a request for the resumes obtained, the procedure of absolute confidentiality is kept and kept in the company's file for six months.
Landscaping - workers;Job Title: agronomists Description: Katerina Zisopoulou Human Resources Counselor is looking for a company on behalf of a customer, based in Veria. Agricultural - Agricultural Counselor Company: Management & handling of Certification Systems Management & Transition of Rural Development Programs (RDP) Customer Service & High Quality Service Organization & Coordination of Procedures Contact with Public Bodies Necessary Qualifications: Advisor (will be estimated) At least two (2) years in a similar position (will be estimated) Excellent use of MS Office applications Good English Language Knowledge Basic Skills: Ability to build strong influence relationships Entrepreneurship & Market Management Excellent Composition Skills Skills Decision decision -making Skills and Organization Skills, High Curriculum Vitae Standards noting the AGR06_21 ad.
Landscaping - workers;Job Title: Animal Production Agronomist Description: KOLIOS SA, Greek Milk Industry based in Limnotopo Polykastrukilkis is looking for an animal -producing agronomist, for work in the milk zone. full -time job.
Landscaping - workers;Job Title: Chemist / Agronomist / Food Technologist Description: KOLIOS SAGREEK MILK INDUSTRY, based in Polykastro Kilkis Limnotopo, looking for a chemical or agronomist or food technologist for work in the quality control laboratory.
Landscaping - workers;Job Title: Chemist / Agronomist / Food Technologist Description: KOLIOS SAGREEK MILK INDUSTRY, based in the Limnotopo Polykastro Kilkis, looking for a chemical or agronomist or food technologist for Work in the quality control laboratory.
Landscaping - workers;Job Title: agronomist - sales manager Description: Kontopoulos Plants, one of the leading Greek production companies Gardening plants, in the context of developing its commercial presence, Looking for the right candidate for the location: Plant sales agronomist. position description / main duties * Plant sales to existing and new distribution channels in Greece, Cyprus and new markets * Manage and improve business presence on the Internet (website, social media, electronic communication)
